"species","latitude","longitude","source"
"Dactylorhiza sambucina",46.1300188801,7.0827705599,"inat"
"Dactylorhiza sambucina",46.13001984,7.08277408,"inat"
"Dactylorhiza sambucina",46.1300202,7.0827753999,"inat"
"Dactylorhiza sambucina",46.13002104,7.0827784801,"inat"
"Dactylorhiza sambucina",46.1300321999,7.082802,"inat"
"Dactylorhiza sambucina",46.1300679,7.082872,"inat"
"Dactylorhiza sambucina",46.1300754401,7.08288416,"inat"
"Dactylorhiza sambucina",46.13007575,7.08288445,"inat"
"Dactylorhiza sambucina",46.13007554,7.08288426,"inat"
"Dactylorhiza sambucina",46.13007628,7.08288492,"inat"
"Dactylorhiza sambucina",46.1300760699,7.08288473,"inat"
"Dactylorhiza sambucina",46.1300766,7.0828852,"inat"
"Dactylorhiza sambucina",46.1304021301,7.08353381,"inat"
"Dactylorhiza sambucina",46.13040344,7.08353484,"inat"
"Dactylorhiza sambucina",46.1304073799,7.08353794,"inat"
"Dactylorhiza sambucina",46.1304086899,7.08353897,"inat"
"Dactylorhiza sambucina",46.13040956,7.08353966,"inat"
"Dactylorhiza sambucina",46.1304130001,7.0835466,"inat"
"Dactylorhiza sambucina",46.130454,7.0836015,"inat"
"Dactylorhiza sambucina",46.1298883901,7.08192552,"inat"
"Dactylorhiza sambucina",46.12992689,7.0820615601,"inat"
"Dactylorhiza sambucina",46.12992822,7.08206689,"inat"
"Dactylorhiza sambucina",46.12993,7.082074,"inat"
"Dactylorhiza sambucina",46.129934,7.08212133,"inat"
"Dactylorhiza sambucina",46.12993541,7.08215359,"inat"
"Dactylorhiza sambucina",46.12993424,7.08217076,"inat"
"Dactylorhiza sambucina",46.129931,7.082218,"inat"
"Dactylorhiza sambucina",46.1299308001,7.0822202,"inat"
"Dactylorhiza sambucina",46.1299302,7.0822268,"inat"
"Dactylorhiza sambucina",46.1299295999,7.0822333999,"inat"
"Dactylorhiza sambucina",46.12998011,7.08263556,"inat"
"Dactylorhiza sambucina",46.12998244,7.0826382201,"inat"
"Dactylorhiza sambucina",46.12998089,7.08263644,"inat"
"Dactylorhiza sambucina",46.13001852,7.0827692402,"inat"
"Dactylorhiza sambucina",46.1300188801,7.0827705599,"inat"
"Dactylorhiza sambucina",46.13001984,7.08277408,"inat"
"Dactylorhiza sambucina",46.1300202,7.0827753999,"inat"
"Dactylorhiza sambucina",46.13002104,7.0827784801,"inat"
"Dactylorhiza sambucina",46.1300321999,7.082802,"inat"
"Dactylorhiza sambucina",46.1300679,7.082872,"inat"
"Dactylorhiza sambucina",46.1300754401,7.08288416,"inat"
"Dactylorhiza sambucina",46.13007554,7.08288426,"inat"
"Dactylorhiza sambucina",46.13007575,7.08288445,"inat"
"Dactylorhiza sambucina",46.1300760699,7.08288473,"inat"
"Dactylorhiza sambucina",46.13007628,7.08288492,"inat"
"Dactylorhiza sambucina",46.1300766,7.0828852,"inat"
"Dactylorhiza sambucina",46.1304021301,7.08353381,"inat"
"Dactylorhiza sambucina",46.1304073799,7.08353794,"inat"
"Dactylorhiza sambucina",46.1304086899,7.08353897,"inat"
"Dactylorhiza sambucina",46.13040956,7.08353966,"inat"
"Dactylorhiza sambucina",46.1304130001,7.0835466,"inat"
"Dactylorhiza sambucina",46.130454,7.0836015,"inat"
"Dactylorhiza sambucina",46.13048575,7.08363825,"inat"
"Dactylorhiza sambucina",46.131106,7.085332,"inat"
"Dactylorhiza sambucina",46.131108,7.085338,"inat"
"Dactylorhiza sambucina",46.1311120199,7.08534947,"inat"
"Dactylorhiza sambucina",46.1311109,7.08534643,"inat"
"Dactylorhiza sambucina",46.13111269,7.08535129,"inat"
"Dactylorhiza sambucina",46.131726,7.08654622,"inat"
"Dactylorhiza sambucina",46.12850989,7.08535189,"inat"
"Dactylorhiza sambucina",46.1285022201,7.08534722,"inat"
"Dactylorhiza sambucina",46.12849456,7.08534256,"inat"
"Dactylorhiza sambucina",46.1284773,7.085328,"inat"
"Dactylorhiza sambucina",46.1283963099,7.08525385,"inat"
"Dactylorhiza sambucina",46.1283874599,7.08524577,"inat"
"Dactylorhiza sambucina",46.1283862799,7.08524469,"inat"
"Dactylorhiza sambucina",46.12838333,7.085242,"inat"
"Dactylorhiza sambucina",46.1283809701,7.08523985,"inat"
"Dactylorhiza sambucina",46.1283656,7.0852148,"inat"
"Dactylorhiza sambucina",46.1283383,7.0850989,"inat"
"Dactylorhiza sambucina",46.1283385,7.0851015,"inat"
"Dactylorhiza sambucina",46.1346291422,7.0856291056,"inat"
"Dactylorhiza sambucina",46.12695327,7.0825575501,"inat"
"Dactylorhiza sambucina",46.126924,7.082536,"inat"
"Dactylorhiza sambucina",46.12610211,7.08130786,"inat"
"Dactylorhiza sambucina",46.1260936001,7.0812657999,"inat"
"Dactylorhiza sambucina",46.1260928,7.0812609001,"inat"
"Dactylorhiza sambucina",46.12608896,7.0812329799,"inat"
"Dactylorhiza sambucina",46.12608875,7.08123133,"inat"
"Dactylorhiza sambucina",46.1260883099,7.08122804,"inat"
"Dactylorhiza sambucina",46.12608766,7.0812231099,"inat"
"Dactylorhiza sambucina",46.1260870799,7.08121872,"inat"
"Dactylorhiza sambucina",46.12608672,7.08121598,"inat"
"Dactylorhiza sambucina",46.1260865801,7.08121489,"inat"
"Dactylorhiza sambucina",46.12608593,7.08120995,"inat"
"Dactylorhiza sambucina",46.12659554,7.0817613699,"inat"
"Dactylorhiza sambucina",46.12659197,7.08175651,"inat"
"Dactylorhiza sambucina",46.12636353,7.0816448901,"inat"
"Dactylorhiza sambucina",46.12635701,7.0816417,"inat"
"Dactylorhiza sambucina",46.12635593,7.08164116,"inat"
"Dactylorhiza sambucina",46.12635629,7.0816413399,"inat"
"Dactylorhiza sambucina",46.12632807,7.08162749,"inat"
"Dactylorhiza sambucina",46.1263248099,7.08162589,"inat"
"Dactylorhiza sambucina",46.12632409,7.0816255301,"inat"
"Dactylorhiza sambucina",46.1263213,7.0816230001,"inat"
"Dactylorhiza sambucina",46.12623417,7.08152783,"inat"
"Dactylorhiza sambucina",46.12612395,7.08133745,"inat"
"Dactylorhiza sambucina",46.12610352,7.08130977,"inat"
"Dactylorhiza sambucina",46.1251386004,7.0729818195,"inat"
"Dactylorhiza sambucina",46.12608188,7.08117925,"inat"
"Dactylorhiza sambucina",46.12608152,7.08117651,"inat"
"Dactylorhiza sambucina",46.12608137,7.08117542,"inat"
"Dactylorhiza sambucina",46.1260811601,7.0811737699,"inat"
"Dactylorhiza sambucina",46.12608094,7.08117213,"inat"
"Dactylorhiza sambucina",46.12607,7.081124,"inat"
"Dactylorhiza sambucina",46.12606971,7.08112293,"inat"
"Dactylorhiza sambucina",46.12606737,7.0811143901,"inat"
"Dactylorhiza sambucina",46.126066,7.0811094099,"inat"
"Dactylorhiza sambucina",46.1260636699,7.0811008601,"inat"
"Dactylorhiza sambucina",46.12606357,7.08110051,"inat"
"Dactylorhiza sambucina",46.12606318,7.08109908,"inat"
"Dactylorhiza sambucina",46.12606201,7.08109481,"inat"
"Dactylorhiza sambucina",46.12606162,7.08109339,"inat"
"Dactylorhiza sambucina",46.1260517799,7.08105744,"inat"
"Dactylorhiza sambucina",46.12605158,7.08105673,"inat"
"Dactylorhiza sambucina",46.12605051,7.08105281,"inat"
"Dactylorhiza sambucina",46.12604875,7.08104641,"inat"
"Dactylorhiza sambucina",46.12604778,7.08104285,"inat"
"Dactylorhiza sambucina",46.12604033,7.080923,"inat"
"Dactylorhiza sambucina",46.12602805,7.0808104299,"inat"
"Dactylorhiza sambucina",46.12602601,7.0807924899,"inat"
"Dactylorhiza sambucina",46.12602562,7.0807890701,"inat"
"Dactylorhiza sambucina",46.1260235,7.0807154999,"inat"
"Dactylorhiza sambucina",46.12608477,7.08120118,"inat"
"Dactylorhiza sambucina",46.12608463,7.0812000801,"inat"
"Dactylorhiza sambucina",46.1260841899,7.0811967999,"inat"
"Dactylorhiza sambucina",46.12608398,7.0811951501,"inat"
"Dactylorhiza sambucina",46.12608275,7.08118583,"inat"
"Dactylorhiza sambucina",46.1260823899,7.08118309,"inat"
"Dactylorhiza sambucina",46.12608224,7.08118199,"inat"
"Dactylorhiza sambucina",46.1226888333,7.0706805,"inat"
"Dactylorhiza sambucina",46.1226278333,7.0706305,"inat"
"Dactylorhiza sambucina",46.1221971667,7.0719111667,"inat"
"Dactylorhiza sambucina",46.12602175,7.08068325,"inat"
"Dactylorhiza sambucina",46.12602083,7.0806475,"inat"
"Dactylorhiza sambucina",46.12601694,7.08062341,"inat"
"Dactylorhiza sambucina",46.12601638,7.08062487,"inat"
"Dactylorhiza sambucina",46.12575676,7.0796892699,"inat"
"Dactylorhiza sambucina",46.1257565101,7.07968853,"inat"
"Dactylorhiza sambucina",46.1249225,7.0780948001,"inat"
"Dactylorhiza sambucina",46.1284677599,7.06464104,"inat"
"Dactylorhiza sambucina",46.0125456676,7.1423226485,"inat"
"Dactylorhiza sambucina",46.1284435,7.06467161,"inat"
"Dactylorhiza sambucina",46.12843469,7.0646781401,"inat"
"Dactylorhiza sambucina",46.12841224,7.06468659,"inat"
"Dactylorhiza sambucina",46.12840412,7.06469107,"inat"
"Dactylorhiza sambucina",46.12838932,7.06470758,"inat"
"Dactylorhiza sambucina",46.1268387,7.06681773,"inat"
"Dactylorhiza sambucina",46.12686234,7.06680709,"inat"
"Dactylorhiza sambucina",46.1268357401,7.06682238,"inat"
"Dactylorhiza sambucina",46.12682196,7.06683213,"inat"
"Dactylorhiza sambucina",46.1255043101,7.06815725,"inat"
"Dactylorhiza sambucina",46.12549611,7.06819572,"inat"
"Dactylorhiza sambucina",46.12549579,7.06820144,"inat"
"Dactylorhiza sambucina",46.12549572,7.06820287,"inat"
"Dactylorhiza sambucina",46.1254956,7.06821373,"inat"
"Dactylorhiza sambucina",46.12549547,7.0682209,"inat"
"Dactylorhiza sambucina",46.12549342,7.06822683,"inat"
"Dactylorhiza sambucina",46.12548232,7.06823029,"inat"
"Dactylorhiza sambucina",46.12546419,7.06824242,"inat"
"Dactylorhiza sambucina",46.12546275,7.06825205,"inat"
"Dactylorhiza sambucina",46.12784719,7.0654200201,"inat"
"Dactylorhiza sambucina",46.12527142,7.06856171,"inat"
"Dactylorhiza sambucina",46.12338522,7.07036919,"inat"
"Dactylorhiza sambucina",46.12337355,7.07039282,"inat"
"Dactylorhiza sambucina",46.12337481,7.07038997,"inat"
"Dactylorhiza sambucina",46.12337294,7.07039386,"inat"
"Dactylorhiza sambucina",46.12333495,7.07042844,"inat"
"Dactylorhiza sambucina",46.12332707,7.07042844,"inat"
"Dactylorhiza sambucina",46.12332448,7.07042904,"inat"
"Dactylorhiza sambucina",46.12332275,7.07042944,"inat"
"Dactylorhiza sambucina",46.12332103,7.07042984,"inat"
"Dactylorhiza sambucina",46.12331584,7.07043105,"inat"
"Dactylorhiza sambucina",46.12331844,7.07043044,"inat"
"Dactylorhiza sambucina",46.12331412,7.07043145,"inat"
"Dactylorhiza sambucina",46.1232752701,7.07047069,"inat"
"Dactylorhiza sambucina",46.12321216,7.07049271,"inat"
"Dactylorhiza sambucina",46.1232078,7.07048858,"inat"
"Dactylorhiza sambucina",46.12278798,7.07062723,"inat"
"Dactylorhiza sambucina",46.12497043,7.07854113,"inat"
"Dactylorhiza sambucina",46.12584572,7.0798580099,"inat"
"Dactylorhiza sambucina",46.12585771,7.07988395,"inat"
"Dactylorhiza sambucina",46.1258657,7.07990125,"inat"
"Dactylorhiza sambucina",46.12601367,7.0809387401,"inat"
"Dactylorhiza sambucina",46.1261257099,7.08134444,"inat"
"Dactylorhiza sambucina",46.12613685,7.08136548,"inat"
"Dactylorhiza sambucina",46.1263819299,7.0816887401,"inat"
"Dactylorhiza sambucina",46.12641091,7.08170459,"inat"
"Dactylorhiza sambucina",46.1264141599,7.0817078299,"inat"
"Dactylorhiza sambucina",46.1264174,7.08171107,"inat"
"Dactylorhiza sambucina",46.12668274,7.0819618799,"inat"
"Dactylorhiza sambucina",46.12693951,7.08258958,"inat"
"Dactylorhiza sambucina",46.12713149,7.0827006599,"inat"
"Dactylorhiza sambucina",46.12844339,7.08529442,"inat"
"Dactylorhiza sambucina",46.12846033,7.0853095,"inat"
"Dactylorhiza sambucina",46.12848856,7.08533465,"inat"
"Dactylorhiza sambucina",46.12851145,7.08535485,"inat"
"Dactylorhiza sambucina",46.12851896,7.08536085,"inat"
"Dactylorhiza sambucina",46.12855319,7.0853968,"inat"
"Dactylorhiza sambucina",46.1286472801,7.08546705,"inat"
"Dactylorhiza sambucina",46.1286510101,7.08548418,"inat"
"Dactylorhiza sambucina",46.1286510101,7.08548418,"inat"
"Dactylorhiza sambucina",46.1292524901,7.08518019,"inat"
"Dactylorhiza sambucina",46.129226,7.08512988,"inat"
"Dactylorhiza sambucina",46.12920963,7.08506723,"inat"
"Dactylorhiza sambucina",46.12920203,7.08505184,"inat"
"Dactylorhiza sambucina",46.12919952,7.08505003,"inat"
"Dactylorhiza sambucina",46.1291969999,7.08504822,"inat"
"Dactylorhiza sambucina",46.1291917199,7.0850431,"inat"
"Dactylorhiza sambucina",46.1291877,7.08503888,"inat"
"Dactylorhiza sambucina",46.1291830201,7.08503183,"inat"
"Dactylorhiza sambucina",46.1291823899,7.08502787,"inat"
"Dactylorhiza sambucina",46.1291817699,7.08502392,"inat"
"Dactylorhiza sambucina",46.12918145,7.08502194,"inat"
"Dactylorhiza sambucina",46.12918083,7.08501798,"inat"
"Dactylorhiza sambucina",46.12913246,7.08491648,"inat"
"Dactylorhiza sambucina",46.1291307001,7.08492301,"inat"
"Dactylorhiza sambucina",46.12916582,7.08280491,"inat"
"Dactylorhiza sambucina",46.1291742299,7.08277916,"inat"
"Dactylorhiza sambucina",46.1291583599,7.0827894,"inat"
"Dactylorhiza sambucina",46.1291617199,7.08274154,"inat"
"Dactylorhiza sambucina",46.1291880901,7.0826238,"inat"
"Dactylorhiza sambucina",46.12919583,7.08259519,"inat"
"Dactylorhiza sambucina",46.1290895499,7.0822286501,"inat"
"Dactylorhiza sambucina",46.12890397,7.08148886,"inat"
"Dactylorhiza sambucina",46.1288921499,7.08148937,"inat"
"Dactylorhiza sambucina",46.12888888,7.0814649099,"inat"
"Dactylorhiza sambucina",46.12889651,7.08136775,"inat"
"Dactylorhiza sambucina",46.12930253,7.08021517,"inat"
"Dactylorhiza sambucina",46.12932571,7.08024331,"inat"
"Dactylorhiza sambucina",46.12933194,7.08025129,"inat"
"Dactylorhiza sambucina",46.12933377,7.08025359,"inat"
"Dactylorhiza sambucina",46.12713296,7.0747903,"inat"
"Dactylorhiza sambucina",46.12712905,7.07478865,"inat"
"Dactylorhiza sambucina",46.12712578,7.07478699,"inat"
"Dactylorhiza sambucina",46.12707864,7.07473435,"inat"
"Dactylorhiza sambucina",46.1270685,7.07470539,"inat"
"Dactylorhiza sambucina",46.12706711,7.07470288,"inat"
"Dactylorhiza sambucina",46.12706518,7.07469885,"inat"
"Dactylorhiza sambucina",46.12713614,7.07405311,"inat"
"Dactylorhiza sambucina",46.12721728,7.07371289,"inat"
"Dactylorhiza sambucina",46.12722302,7.07361401,"inat"
"Dactylorhiza sambucina",46.12794844,7.07261335,"inat"
"Dactylorhiza sambucina",46.1280541,7.07241831,"inat"
"Dactylorhiza sambucina",46.12806542,7.07241083,"inat"
"Dactylorhiza sambucina",46.12808804,7.07241087,"inat"
"Dactylorhiza sambucina",46.1281115799,7.07242029,"inat"
"Dactylorhiza sambucina",46.13121388,7.0709206,"inat"
"Dactylorhiza sambucina",46.1312167899,7.07091736,"inat"
"Dactylorhiza sambucina",46.13121824,7.07091574,"inat"
"Dactylorhiza sambucina",46.1312201801,7.07091358,"inat"
"Dactylorhiza sambucina",46.1312252601,7.07091677,"inat"
"Dactylorhiza sambucina",46.13122643,7.07091807,"inat"
"Dactylorhiza sambucina",46.1312276,7.07091937,"inat"
"Dactylorhiza sambucina",46.13123117,7.07091937,"inat"
"Dactylorhiza sambucina",46.1312333899,7.07091937,"inat"
"Dactylorhiza sambucina",46.13475563,7.06684392,"inat"
"Dactylorhiza sambucina",46.0821169437,7.1705501649,"inat"
"Dactylorhiza sambucina",46.13713524,7.06625751,"inat"
"Dactylorhiza sambucina",46.13715091,7.0662272501,"inat"
"Dactylorhiza sambucina",46.13716155,7.06622313,"inat"
"Dactylorhiza sambucina",46.13717218,7.06621901,"inat"
"Dactylorhiza sambucina",46.13717804,7.06620757,"inat"
"Dactylorhiza sambucina",46.13717859,7.06619491,"inat"
"Dactylorhiza sambucina",46.13718098,7.06617991,"inat"
"Dactylorhiza sambucina",46.13721913,7.06613188,"inat"
"Dactylorhiza sambucina",46.13976317,7.05136159,"inat"
"Dactylorhiza sambucina",46.13975292,7.05133564,"inat"
"Dactylorhiza sambucina",46.13974519,7.05130018,"inat"
"Dactylorhiza sambucina",46.13970674,7.05125299,"inat"
"Dactylorhiza sambucina",46.13978164,7.05111039,"inat"
"Dactylorhiza sambucina",46.13989395,7.050641,"inat"
"Dactylorhiza sambucina",46.3852869626,8.1389193663,"inat"
"Dactylorhiza sambucina",46.447095,6.121725,"inat"
"Dactylorhiza sambucina",46.1389592321,7.0761072636,"inat"
"Dactylorhiza sambucina",46.4090373724,8.1296778984,"inat"
"Dactylorhiza sambucina",46.31948,7.6739333333,"inat"
"Dactylorhiza sambucina",46.1371411926,7.0933918026,"inat"
"Dactylorhiza sambucina",46.3395520641,7.9869449307,"inat"
"Dactylorhiza sambucina",46.3378090195,7.9858396881,"inat"
"Dactylorhiza sambucina",46.126064178,7.0812052701,"inat"
"Dactylorhiza sambucina",46.0783405538,7.1211544075,"inat"
"Dactylorhiza sambucina",46.1221808055,7.0719262864,"inat"
"Dactylorhiza sambucina",46.1266721667,7.0819,"inat"
"Dactylorhiza sambucina",46.1275056833,7.0836357,"inat"
"Dactylorhiza sambucina",46.12321885,7.07165695,"inat"
"Dactylorhiza sambucina",46.3361183333,7.6705066667,"inat"
"Dactylorhiza sambucina",46.4865908566,8.6149086803,"inat"
"Dactylorhiza sambucina",46.3805068,8.0321715,"inat"
"Dactylorhiza sambucina",46.4224798791,8.1113017257,"inat"
"Dactylorhiza sambucina",46.4115287004,7.7666335098,"inat"
"Dactylorhiza sambucina",46.4114787265,7.7665826217,"inat"
"Dactylorhiza sambucina",46.4118161768,7.7687704619,"inat"
"Dactylorhiza sambucina",46.4116779067,7.7679837495,"inat"
"Dactylorhiza sambucina",46.325,7.4652777778,"inat"
"Dactylorhiza sambucina",46.4871379584,8.6124034971,"inat"
"Dactylorhiza sambucina",46.4471134458,6.1209763795,"inat"
"Dactylorhiza sambucina",46.4930348374,8.2797407059,"inat"
"Dactylorhiza sambucina",46.60644271,7.32422583,"inat"
"Dactylorhiza sambucina",46.3352344151,7.6708819613,"inat"
"Dactylorhiza sambucina",46.447205,6.1216945,"inat"
"Dactylorhiza sambucina",46.4474736064,8.9361186326,"inat"
"Dactylorhiza sambucina",46.1492528333,6.81438,"inat"
"Dactylorhiza sambucina",46.2824668884,8.486700058,"inat"
"Dactylorhiza sambucina",46.2824668884,8.486700058,"inat"
"Dactylorhiza sambucina",46.486786844,8.4718440961,"inat"
"Dactylorhiza sambucina",46.4681637242,7.664222833,"inat"
"Dactylorhiza sambucina",46.4954668666,7.6364861199,"inat"
"Dactylorhiza sambucina",46.5092277778,7.2698702778,"inat"
"Dactylorhiza sambucina",46.3702910537,8.2175218002,"inat"
"Dactylorhiza sambucina",46.5343477927,8.3495309204,"inat"
"Dactylorhiza sambucina",46.3012529502,8.0424812453,"inat"
"Dactylorhiza sambucina",46.4015444444,8.6482583333,"inat"
"Dactylorhiza sambucina",46.3012529502,8.0424812453,"inat"
"Dactylorhiza sambucina",46.3012529502,8.0424812453,"inat"
"Dactylorhiza sambucina",46.3012529502,8.0424812453,"inat"
"Dactylorhiza sambucina",46.3012529502,8.0424812453,"inat"
"Dactylorhiza sambucina",46.3012529502,8.0424812453,"inat"
"Dactylorhiza sambucina",46.3012529502,8.0424812453,"inat"
"Dactylorhiza sambucina",46.1670561308,8.1098140852,"inat"
"Dactylorhiza sambucina",46.128685213,7.0781359895,"inat"
"Dactylorhiza sambucina",46.1286599636,7.077239011,"inat"
"Dactylorhiza sambucina",46.5151333333,8.7318805556,"inat"
"Dactylorhiza sambucina",46.51515,8.73185,"inat"
"Dactylorhiza sambucina",46.5153833333,8.7328666667,"inat"
"Dactylorhiza sambucina",46.5151777778,8.731875,"inat"
"Dactylorhiza sambucina",46.1286215244,7.0873056146,"inat"
"Dactylorhiza sambucina",46.1249583333,7.0797,"inat"
"Dactylorhiza sambucina",46.1801296407,8.7456140667,"inat"
"Dactylorhiza sambucina",46.1295295154,7.0219113294,"inat"
"Dactylorhiza sambucina",46.1810055093,8.7434572354,"inat"
"Dactylorhiza sambucina",46.1253822735,7.079553986,"inat"
"Dactylorhiza sambucina",46.1419916667,7.1663805,"inat"
"Dactylorhiza sambucina",46.1629666667,7.1405666667,"inat"
"Dactylorhiza sambucina",46.1281952355,7.0837150188,"inat"
"Dactylorhiza sambucina",46.3010363988,8.0420557581,"inat"
"Dactylorhiza sambucina",46.3446525833,7.6718741296,"inat"
"Dactylorhiza sambucina",46.436475,6.0964,"inat"
"Dactylorhiza sambucina",46.43247,6.09688883,"inat"
"Dactylorhiza sambucina",46.1247709428,7.072315737,"inat"
"Dactylorhiza sambucina",46.4729336799,6.1131573261,"inat"
"Dactylorhiza sambucina",46.1660314149,7.1386922523,"inat"
"Dactylorhiza sambucina",46.4611565904,6.11278884,"inat"
"Dactylorhiza sambucina",46.46933667,6.10692783,"inat"
"Dactylorhiza sambucina",46.442905,6.09114167,"inat"
"Dactylorhiza sambucina",46.4467547978,6.1214630242,"inat"
"Dactylorhiza sambucina",46.479675,6.11186383,"inat"
"Dactylorhiza sambucina",46.4472831879,6.1218214711,"inat"
"Dactylorhiza sambucina",46.47105833,6.1065945,"inat"
"Dactylorhiza sambucina",46.4467874744,6.1216963294,"inat"
"Dactylorhiza sambucina",46.32902833,7.69953333,"inat"
"Dactylorhiza sambucina",46.468625,6.1057555,"inat"
"Dactylorhiza sambucina",46.47105833,6.1066195,"inat"
"Dactylorhiza sambucina",46.12847783,7.06481667,"inat"
"Dactylorhiza sambucina",46.3802935606,8.0973321604,"inat"
"Dactylorhiza sambucina",46.200325,8.0571616667,"inat"
"Dactylorhiza sambucina",46.1598833333,7.2654722222,"inat"
"Dactylorhiza sambucina",46.1599166667,7.2653833333,"inat"
"Dactylorhiza sambucina",46.400345494,8.0852612481,"inat"
"Dactylorhiza sambucina",46.5519666667,7.3323783333,"inat"
"Dactylorhiza sambucina",46.4114083333,7.77003,"inat"
"Dactylorhiza sambucina",46.433695,6.09549,"inat"
"Dactylorhiza sambucina",46.3191567874,7.8471082449,"inat"
"Dactylorhiza sambucina",46.3191745151,7.8470749687,"inat"
"Dactylorhiza sambucina",46.3837866667,8.0949528333,"inat"
"Dactylorhiza sambucina",46.1254272461,7.0796403885,"inat"
"Dactylorhiza sambucina",46.1255083333,7.0795277778,"inat"
"Dactylorhiza sambucina",46.3660759741,8.1928299369,"inat"
"Dactylorhiza sambucina",46.390997587,8.0694945197,"inat"
"Dactylorhiza sambucina",46.3872130259,8.0647960936,"inat"
"Dactylorhiza sambucina",46.4468890988,8.9359975642,"inat"
"Dactylorhiza sambucina",46.55678268,6.24585366,"inat"
"Dactylorhiza sambucina",46.4772789865,6.0973367204,"inat"
"Dactylorhiza sambucina",46.4281624564,6.1187675223,"inat"
"Dactylorhiza sambucina",46.3192857011,7.8481772728,"inat"
"Dactylorhiza sambucina",46.3191707014,7.8480712418,"inat"
"Dactylorhiza sambucina",46.3191707014,7.8480712418,"inat"
"Dactylorhiza sambucina",46.1266975826,7.08202824,"inat"
"Dactylorhiza sambucina",46.1998922999,7.0046024951,"inat"
"Dactylorhiza sambucina",46.1255944444,7.0794444444,"inat"
"Dactylorhiza sambucina",46.122375,7.0709777778,"inat"
"Dactylorhiza sambucina",46.1276568747,7.07639679,"inat"
"Dactylorhiza sambucina",46.125,7.0781666667,"inat"
"Dactylorhiza sambucina",46.1221861111,7.0715333333,"inat"
"Dactylorhiza sambucina",46.3327062244,7.68699646,"inat"
