"eco_code","species","latitude","longitude","source","Temperatur","Moisture","Landcover","Landforms","Climate_Re","Red","Green","Blue","W_Ecosystm","color","elevation","tmax_mean_c","prec_mean_annual","NDVI"
97,"Dactylorhiza sambucina",46.12337294,7.07039386,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",604,15.1038461538462,71.8461538461538,0.250240966796875
97,"Bombus terrestris",46.4629568136,8.9408192039,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",576,14.0269230769231,99.5384615384615,0.365817578125
97,"Bombus terrestris",47.2451787,8.5080623,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",594,14.0807692307692,92.9230769230769,0.155953332519531
97,"Bombus terrestris",46.4629847581,8.9409258217,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",576,14.0269230769231,99.5384615384615,0.365817578125
97,"Bombus terrestris",47.3355813,8.5073095997,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",670,13.5884615384616,83.6153846153846,0.177272717285156
97,"Dactylorhiza sambucina",46.33357,7.70578,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1878,5.08846153846156,111.076923076923,0.55341328125
97,"Dactylorhiza sambucina",46.325,7.4652777778,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",2036,6.11153846153849,119,0.551876416015625
97,"Dactylorhiza sambucina",46.13048575,7.08363825,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",683,14.4576923076924,73.6153846153846,0.178467761230469
97,"Bombus terrestris",47.2351383333,8.8590883333,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",467,14.7038461538462,99,0.222025708007812
97,"Dactylorhiza sambucina",46.12722302,7.07361401,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",823,12.9115384615385,76.6923076923077,0.251211083984375
97,"Bombus terrestris",46.0599,7.54695,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1852,5.73461538461544,91.9230769230769,1.01522470703125
97,"Dactylorhiza sambucina",46.1247709428,7.072315737,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",677,15.1038461538462,71.8461538461538,0.250240966796875
97,"Dactylorhiza sambucina",46.447205,6.1216945,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1209,10.3038461538462,143.384615384615,0.45930078125
97,"Dactylorhiza sambucina",46.4474736064,8.9361186326,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",645,13.5038461538462,104.384615384615,0.3308439453125
97,"Dactylorhiza sambucina",46.4224721039,8.5215383176,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1318,8.88846153846157,215.615384615385,0.49394091796875
97,"Dactylorhiza sambucina",46.33752,8.64005,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1566,8.51923076923083,140.923076923077,0.462914453125
97,"Dactylorhiza sambucina",46.3327062244,7.68699646,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1480,8.78076923076924,90.5384615384615,0.56622451171875
97,"Dactylorhiza sambucina",46.4467547978,6.1214630242,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1209,10.3038461538462,143.384615384615,0.45930078125
97,"Bombus terrestris",47.0369928931,6.8344672153,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1368,9.45769230769235,120.692307692308,0.45863466796875
97,"Bombus terrestris",47.406211853,9.4784355164,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",857,11.6038461538462,112.076923076923,0.293861962890625
97,"Bombus terrestris",46.9544434827,7.407763917,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",557,14.3038461538462,71.3076923076923,0.212959423828125
97,"Dactylorhiza sambucina",46.5151333333,8.7318805556,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1537,8.2038461538462,134.153846153846,0.510352294921875
97,"Dactylorhiza sambucina",46.43015,6.1275528333,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1478,9.02692307692314,143.230769230769,0.460549365234375
97,"Bombus terrestris",46.3113382611,7.4248078465,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1453,8.31923076923078,114.692307692308,0.599972119140625
97,"Bombus terrestris",46.4326381716,6.1328040635,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1409,9.02692307692314,143.230769230769,0.447876220703125
97,"Dactylorhiza sambucina",46.3012529502,8.0424812453,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1601,6.15769230769234,117.846153846154,0.8486505859375
97,"Bombus terrestris",46.3278767382,7.0291534827,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",973,12.2192307692308,102.230769230769,0.36936552734375
97,"Dactylorhiza sambucina",46.12549611,7.06819572,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",509,12.9115384615385,76.6923076923077,0.238765478515625
97,"Bombus terrestris",47.0031555556,6.9503027778,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",506,14.2576923076924,93.6153846153846,0.24420361328125
97,"Dactylorhiza sambucina",46.12549579,7.06820144,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",509,12.9115384615385,76.6923076923077,0.238765478515625
97,"Bombus terrestris",46.2104527778,7.2054166667,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",846,12.4346153846154,97.6153846153846,0.436380126953125
97,"Bombus terrestris",46.94952,7.86955333,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1017,11.4884615384616,102,0.246887719726563
97,"Dactylorhiza sambucina",46.12706518,7.07469885,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",843,12.9115384615385,76.6923076923077,0.251210620117187
97,"Dactylorhiza sambucina",46.3511981134,8.647204175,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",996,12.3038461538462,129.538461538462,0.581854541015625
97,"Dactylorhiza sambucina",46.3674926758,8.2213459015,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1660,6.31153846153848,160.384615384615,0.74513115234375
97,"Dactylorhiza sambucina",46.5490284394,7.1958665524,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1436,8.7884615384616,128,0.440591064453125
97,"Dactylorhiza sambucina",46.131106,7.085332,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",818,14.4576923076924,73.6153846153846,0.178467761230469
97,"Bombus terrestris",46.9445020556,8.4263596944,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1696,7.09615384615387,139.615384615385,0.380756420898437
97,"Bombus terrestris",47.4858009,8.6007289,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",493,14.8192307692308,72.0769230769231,0.228533422851563
97,"Dactylorhiza sambucina",46.3413481997,7.6536664997,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1878,6.69615384615389,106.307692307692,0.628174072265625
97,"Dactylorhiza sambucina",46.12337355,7.07039282,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",604,15.1038461538462,71.8461538461538,0.250240966796875
97,"Dactylorhiza sambucina",46.13121388,7.0709206,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",971,12.9115384615385,76.6923076923077,0.168545544433594
97,"Dactylorhiza sambucina",46.195225,8.1135805556,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1152,9.17307692307696,129.692307692308,0.755174169921875
97,"Dactylorhiza sambucina",46.13121824,7.07091574,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",971,12.9115384615385,76.6923076923077,0.168545544433594
97,"Bombus terrestris",47.3817837442,8.0298759788,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",396,14.5961538461539,76.4615384615385,0.154976879882813
97,"Dactylorhiza sambucina",46.4281624564,6.1187675223,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1510,8.75000000000006,145.307692307692,0.499366845703125
97,"Dactylorhiza sambucina",46.1305471667,7.9244533333,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1881,4.41923076923081,141.615384615385,0.93420517578125
97,"Dactylorhiza sambucina",46.433695,6.09549,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1453,9.36538461538464,144.384615384615,0.433834228515625
97,"Dactylorhiza sambucina",46.3191707014,7.8480712418,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1260,9.19615384615389,84,0.337086376953125
97,"Dactylorhiza sambucina",46.12546275,7.06825205,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",509,12.9115384615385,76.6923076923077,0.238765478515625
97,"Bombus terrestris",46.506405,6.6359366667,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",373,15.0884615384616,89.6923076923077,0.31598916015625
97,"Dactylorhiza sambucina",46.1311120199,7.08534947,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",818,14.4576923076924,73.6153846153846,0.178467761230469
97,"Dactylorhiza sambucina",46.4729336799,6.1131573261,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1382,9.51153846153846,137.615384615385,0.424534423828125
97,"Dactylorhiza sambucina",46.1660314149,7.1386922523,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1328,11.0884615384616,109.846153846154,0.217719653320313
97,"Dactylorhiza sambucina",46.4611565904,6.11278884,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1289,9.82692307692309,138.615384615385,0.411230908203125
97,"Dactylorhiza sambucina",46.3792533875,8.0415697098,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1848,5.87307692307695,141.076923076923,0.67438134765625
97,"Dactylorhiza sambucina",46.1284677599,7.06464104,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",574,15.0576923076923,73.1538461538462,0.238765258789062
97,"Dactylorhiza sambucina",46.13717859,7.06619491,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",951,12.7884615384615,79.2307692307692,0.191771118164063
97,"Dactylorhiza sambucina",46.1221861111,7.0715333333,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",543,15.1038461538462,71.8461538461538,0.250236108398438
97,"Bombus terrestris",46.8476533333,10.41253,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1314,9.40384615384619,64.4615384615385,1.0435962890625
97,"Dactylorhiza sambucina",46.1226278333,7.0706305,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",517,15.1038461538462,71.8461538461538,0.250236108398438
97,"Dactylorhiza sambucina",46.1226888333,7.0706805,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",517,15.1038461538462,71.8461538461538,0.250236108398438
97,"Dactylorhiza sambucina",46.12331844,7.07043044,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",517,15.1038461538462,71.8461538461538,0.250240966796875
97,"Dactylorhiza sambucina",46.1221971667,7.0719111667,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",543,15.1038461538462,71.8461538461538,0.250236108398438
97,"Dactylorhiza sambucina",46.128675,7.042480555,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",526,15.2192307692308,77.6153846153846,0.35757373046875
97,"Dactylorhiza sambucina",46.12847783,7.06481667,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",574,15.0576923076923,73.1538461538462,0.238765258789062
97,"Dactylorhiza sambucina",46.1255043101,7.06815725,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",509,12.9115384615385,76.6923076923077,0.238765478515625
97,"Bombus terrestris",47.3347596565,7.1371700774,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",473,13.8038461538462,81.8461538461538,0.227023803710937
97,"Bombus terrestris",46.21171,7.20349,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",881,12.4346153846154,97.6153846153846,0.436379248046875
97,"Dactylorhiza sambucina",46.4468890988,8.9359975642,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",678,13.5038461538462,104.384615384615,0.3308439453125
97,"Dactylorhiza sambucina",46.1312167899,7.07091736,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",971,12.9115384615385,76.6923076923077,0.168545544433594
97,"Dactylorhiza sambucina",46.12549547,7.0682209,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",509,12.9115384615385,76.6923076923077,0.238765478515625
97,"Dactylorhiza sambucina",46.12549342,7.06822683,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",509,12.9115384615385,76.6923076923077,0.238765478515625
97,"Dactylorhiza sambucina",46.3012529502,8.0424812453,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1601,6.15769230769234,117.846153846154,0.8486505859375
97,"Dactylorhiza sambucina",46.32909,7.6646780997,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1597,8.02692307692314,93.6153846153846,0.567393310546875
97,"Dactylorhiza sambucina",46.12546419,7.06824242,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",509,12.9115384615385,76.6923076923077,0.238765478515625
97,"Dactylorhiza sambucina",46.12713614,7.07405311,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",843,12.9115384615385,76.6923076923077,0.251211083984375
97,"Dactylorhiza sambucina",46.1312276,7.07091937,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",971,12.9115384615385,76.6923076923077,0.168545544433594
97,"Dactylorhiza sambucina",46.131726,7.08654622,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",752,14.4576923076924,73.6153846153846,0.178468237304687
97,"Dactylorhiza sambucina",46.1311109,7.08534643,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",818,14.4576923076924,73.6153846153846,0.178467761230469
97,"Dactylorhiza sambucina",46.12338522,7.07036919,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",604,15.1038461538462,71.8461538461538,0.250240966796875
97,"Dactylorhiza sambucina",46.130454,7.0836015,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",751,14.4576923076924,73.6153846153846,0.178467761230469
97,"Bombus terrestris",46.3914313954,6.9464730844,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",813,12.5115384615385,87.9230769230769,0.424796728515625
97,"Bombus terrestris",46.9490934444,7.8691221587,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1039,11.4884615384616,102,0.246887719726563
97,"Bombus terrestris",46.2106388889,7.2046666667,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",881,12.4346153846154,97.6153846153846,0.436380126953125
97,"Dactylorhiza sambucina",46.1312201801,7.07091358,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",971,12.9115384615385,76.6923076923077,0.168545544433594
97,"Dactylorhiza sambucina",46.12331584,7.07043105,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",517,15.1038461538462,71.8461538461538,0.250240966796875
97,"Dactylorhiza sambucina",46.1312333899,7.07091937,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",971,12.9115384615385,76.6923076923077,0.168545544433594
97,"Dactylorhiza sambucina",46.130454,7.0836015,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",751,14.4576923076924,73.6153846153846,0.178467761230469
97,"Dactylorhiza sambucina",46.13122643,7.07091807,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",971,12.9115384615385,76.6923076923077,0.168545544433594
97,"Dactylorhiza sambucina",46.12713296,7.0747903,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",843,12.9115384615385,76.6923076923077,0.251211083984375
97,"Dactylorhiza sambucina",46.13123117,7.07091937,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",971,12.9115384615385,76.6923076923077,0.168545544433594
97,"Dactylorhiza sambucina",46.12682196,7.06683213,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",575,12.9115384615385,76.6923076923077,0.23876005859375
97,"Dactylorhiza sambucina",46.13111269,7.08535129,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",818,14.4576923076924,73.6153846153846,0.178467761230469
97,"Bombus terrestris",46.1541412795,8.6375570726,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",673,14.0884615384616,131.692307692308,0.4647423828125
97,"Dactylorhiza sambucina",46.1270685,7.07470539,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",843,12.9115384615385,76.6923076923077,0.251210620117187
97,"Dactylorhiza sambucina",46.12333495,7.07042844,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",517,15.1038461538462,71.8461538461538,0.250240966796875
97,"Bombus terrestris",46.5380598653,6.6387948766,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",669,13.4423076923077,98,0.157297985839844
97,"Bombus terrestris",47.4666905372,7.9107937219,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",573,13.5423076923078,84.6923076923077,0.178435437011719
97,"Dactylorhiza sambucina",46.1312252601,7.07091677,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",971,12.9115384615385,76.6923076923077,0.168545544433594
97,"Dactylorhiza sambucina",46.12331412,7.07043145,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",517,15.1038461538462,71.8461538461538,0.250240966796875
97,"Bombus terrestris",46.4636111111,8.9416666667,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",576,12.973076923077,98.1538461538462,0.365817578125
97,"Bombus terrestris",46.0599,7.54695,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1852,5.73461538461544,91.9230769230769,1.01522470703125
97,"Dactylorhiza sambucina",46.1232078,7.07048858,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",517,15.1038461538462,71.8461538461538,0.250240966796875
97,"Dactylorhiza sambucina",46.54643,7.1931133333,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1445,8.7884615384616,128,0.435079052734375
97,"Dactylorhiza sambucina",46.1251386004,7.0729818195,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",677,12.9115384615385,76.6923076923077,0.251210620117187
97,"Dactylorhiza sambucina",46.0606809322,7.0616618706,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1562,9.10384615384618,121.615384615385,0.491151806640625
97,"Dactylorhiza sambucina",46.12332448,7.07042904,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",517,15.1038461538462,71.8461538461538,0.250240966796875
97,"Dactylorhiza sambucina",46.12321216,7.07049271,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",517,15.1038461538462,71.8461538461538,0.250240966796875
97,"Bombus terrestris",47.5060299962,7.8053194763,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",410,14.7730769230769,74.2307692307692,0.119310998535156
97,"Bombus terrestris",47.39793,8.5513083333,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",494,14.4884615384616,69.6923076923077,0.227036499023438
101,"Bombus terrestris",46.5886888889,6.7067111111,"inat","Cool Temperate","Moist","Forest","Tablelands","Cool Temperate Moist",71,89,181,"Cool Temperate Moist Forest on Tablelands","#4759B5",906,12.0961538461539,110,0.189766845703125
101,"Bombus terrestris",46.5770430782,6.6409560766,"inat","Cool Temperate","Moist","Forest","Tablelands","Cool Temperate Moist",71,89,181,"Cool Temperate Moist Forest on Tablelands","#4759B5",722,13.15,98.2307692307692,0.178413500976563
102,"Bombus terrestris",46.5434565589,6.6762914108,"inat","Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0",760,12.6346153846154,110.076923076923,0.272668481445313
103,"Dactylorhiza sambucina",46.1283383,7.0850989,"inat","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",683,14.4576923076924,73.6153846153846,0.201534143066406
103,"Dactylorhiza sambucina",46.1286510101,7.08548418,"inat","Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605",683,14.4576923076924,73.6153846153846,0.201532373046875
